frame_0000000000: [0, 0]
frame_0000000224: [0, 0]
frame_0000000225: [0, 0]
frame_0000000226: [0, 0]
frame_0000000227: [0, 0]
frame_0000000228: [0, 0]
frame_0000000229: [0, 0]
frame_0000000230: [0, 0]
frame_0000000231: [0, 0]
frame_0000000232: [0, 0]
frame_0000000233: [0, 0]
frame_0000000234: [0, 0]
frame_0000000235: [0, 0]
frame_0000000236: [0, 0]
frame_0000000237: [0, 0]
frame_0000000238: [0, 0]
frame_0000000239: [0, 0]
frame_0000000240: [0, 0]
frame_0000000241: [0, 0]
frame_0000000242: [0, 0]
frame_0000000243: [0, 0]
frame_0000000244: [0, 0]
frame_0000000245: [0, 0]
frame_0000000246: [0, 0]
frame_0000000247: [0, 0]
frame_0000000248: [1, 0]
frame_0000000249: [1, 0]
frame_0000000250: [0, 0]
frame_0000000251: [0, 0]
frame_0000000252: [0, 0]
frame_0000000253: [0, 0]
frame_0000000254: [0, 0]
frame_0000000255: [0, 0]
frame_0000000256: [0, 0]
frame_0000000257: [0, 0]
frame_0000000258: [0, 0]
frame_0000000259: [0, 0]
frame_0000000260: [0, 0]
frame_0000000261: [0, 0]
frame_0000000262: [0, 0]
frame_0000000263: [1, 0]
frame_0000000264: [1, 0]
frame_0000000265: [1, 0]
frame_0000000266: [1, 0]
frame_0000000267: [1, 0]
frame_0000000268: [1, 0]
frame_0000000269: [1, 0]
frame_0000000270: [1, 0]
frame_0000000271: [1, 0]
frame_0000000272: [1, 0]
frame_0000000273: [1, 0]
frame_0000000274: [0, 0]
frame_0000000275: [0, 0]
frame_0000000276: [0, 0]
frame_0000000277: [0, 0]
frame_0000000278: [0, 0]
frame_0000000279: [0, 0]
frame_0000000280: [0, 0]
frame_0000000281: [0, 0]
frame_0000000282: [0, 0]
frame_0000000283: [0, 0]
frame_0000000284: [0, 0]
frame_0000000285: [0, 0]
frame_0000000286: [0, 0]
frame_0000000287: [0, 0]
frame_0000000288: [0, 0]
frame_0000000289: [0, 0]
frame_0000000290: [1, 0]
frame_0000000291: [1, 0]
frame_0000000292: [1, 0]
frame_0000000293: [0, 0]
frame_0000000294: [0, 0]
frame_0000000295: [0, 0]
frame_0000000296: [0, 0]
frame_0000000297: [0, 0]
frame_0000000298: [0, 0]
frame_0000000299: [0, 0]
frame_0000000300: [0, 0]
frame_0000000301: [0, 0]
frame_0000000302: [0, 0]
frame_0000000303: [0, 0]
frame_0000000304: [0, 0]
frame_0000000305: [0, 0]
frame_0000000306: [0, 0]
frame_0000000307: [0, 0]
frame_0000000308: [0, 0]
frame_0000000309: [0, 0]
frame_0000000310: [0, 0]
frame_0000000311: [0, 0]
frame_0000000312: [0, 0]
frame_0000000313: [0, 0]
frame_0000000314: [0, 0]
frame_0000000315: [0, 0]
frame_0000000316: [0, 0]
frame_0000000317: [0, 0]
frame_0000000318: [0, 0]
frame_0000000319: [0, 0]
frame_0000000320: [0, 0]
frame_0000000321: [0, 0]
frame_0000000322: [1, 0]
frame_0000000323: [1, 0]
frame_0000000324: [0, 0]
frame_0000000325: [0, 0]
frame_0000000326: [0, 0]
frame_0000000327: [0, 0]
frame_0000000328: [0, 0]
frame_0000000329: [0, 0]
frame_0000000330: [0, 0]
frame_0000000331: [0, 0]
frame_0000000332: [0, 0]
frame_0000000333: [0, 0]
frame_0000000334: [0, 0]
frame_0000000335: [0, 0]
frame_0000000336: [0, 0]
frame_0000000337: [0, 0]
frame_0000000338: [0, 0]
frame_0000000339: [0, 0]
frame_0000000340: [1, 0]
frame_0000000341: [1, 0]
frame_0000000342: [1, 0]
frame_0000000343: [1, 0]
frame_0000000344: [1, 0]
frame_0000000345: [0, 0]
frame_0000000346: [0, 0]
frame_0000000347: [0, 0]
frame_0000000348: [0, 0]
frame_0000000349: [0, 0]
frame_0000000350: [0, 0]
frame_0000000351: [0, 0]
frame_0000000352: [0, 0]
frame_0000000353: [0, 0]
frame_0000000354: [0, 0]
frame_0000000355: [0, 0]
frame_0000000356: [0, 0]
frame_0000000357: [0, 0]
frame_0000000358: [0, 0]
frame_0000000359: [0, 0]
frame_0000000360: [0, 0]
frame_0000000361: [0, 0]
frame_0000000362: [0, 0]
frame_0000000363: [0, 0]
frame_0000000364: [0, 0]
frame_0000000365: [1, 0]
frame_0000000366: [1, 0]
frame_0000000367: [1, 0]
frame_0000000368: [0, 0]
frame_0000000369: [0, 0]
frame_0000000370: [0, 0]
frame_0000000371: [0, 0]
frame_0000000372: [0, 0]
frame_0000000373: [0, 0]
frame_0000000374: [0, 0]
frame_0000000375: [0, 0]
frame_0000000376: [0, 0]
frame_0000000377: [0, 0]
frame_0000000378: [0, 0]
frame_0000000379: [0, 0]
frame_0000000380: [0, 0]
frame_0000000381: [0, 0]
frame_0000000382: [1, 0]
frame_0000000383: [1, 0]
frame_0000000384: [1, 0]
frame_0000000385: [1, 0]
frame_0000000386: [0, 0]
frame_0000000387: [0, 0]
frame_0000000388: [0, 0]
frame_0000000389: [0, 0]
frame_0000000390: [0, 0]
frame_0000000391: [0, 0]
frame_0000000392: [0, 0]
frame_0000000393: [0, 0]
frame_0000000394: [0, 0]
frame_0000000395: [0, 0]
frame_0000000396: [0, 0]
frame_0000000397: [0, 0]
frame_0000000398: [0, 0]
frame_0000000399: [0, 0]
frame_0000000400: [0, 0]
frame_0000000401: [0, 0]
frame_0000000402: [0, 0]
frame_0000000403: [0, 0]
frame_0000000404: [0, 0]
frame_0000000405: [1, 0]
frame_0000000406: [1, 0]
frame_0000000407: [0, 0]
frame_0000000408: [0, 0]
frame_0000000409: [0, 0]
frame_0000000410: [0, 0]
frame_0000000411: [0, 0]
frame_0000000412: [0, 0]
frame_0000000413: [0, 0]
frame_0000000414: [0, 0]
frame_0000000415: [0, 0]
frame_0000000416: [0, 0]
frame_0000000417: [0, 0]
frame_0000000418: [0, 0]
frame_0000000419: [1, 0]
frame_0000000420: [1, 0]
frame_0000000421: [0, 0]
frame_0000000422: [0, 0]
frame_0000000423: [0, 0]
frame_0000000424: [0, 0]
frame_0000000425: [0, 0]
frame_0000000426: [0, 0]
frame_0000000427: [0, 0]
frame_0000000428: [0, 0]
frame_0000000429: [0, 0]
frame_0000000430: [0, 0]
frame_0000000431: [0, 0]
frame_0000000432: [0, 0]
frame_0000000433: [0, 0]
frame_0000000434: [0, 0]
frame_0000000435: [0, 0]
frame_0000000436: [0, 0]
frame_0000000437: [0, 0]
frame_0000000438: [0, 0]
frame_0000000439: [1, 0]
frame_0000000440: [1, 0]
frame_0000000441: [1, 0]
frame_0000000442: [1, 0]
frame_0000000443: [1, 0]
frame_0000000444: [0, 0]
frame_0000000445: [0, 0]
frame_0000000446: [0, 0]
frame_0000000447: [0, 0]
frame_0000000448: [0, 0]
frame_0000000449: [0, 0]
frame_0000000450: [0, 0]
frame_0000000451: [0, 0]
frame_0000000452: [0, 0]
frame_0000000453: [0, 0]
frame_0000000454: [0, 0]
frame_0000000455: [0, 0]
frame_0000000456: [0, 0]
frame_0000000457: [0, 0]
frame_0000000458: [0, 0]
frame_0000000459: [0, 0]
frame_0000000460: [0, 0]
frame_0000000461: [0, 0]
frame_0000000462: [0, 0]
frame_0000000463: [0, 0]
frame_0000000464: [0, 0]
frame_0000000465: [0, 0]
frame_0000000466: [0, 0]
frame_0000000467: [0, 0]
frame_0000000468: [1, 0]
frame_0000000469: [1, 0]
frame_0000000470: [1, 0]
frame_0000000471: [1, 0]
frame_0000000472: [0, 0]
frame_0000000473: [0, 0]
frame_0000000474: [0, 0]
frame_0000000475: [0, 0]
frame_0000000476: [0, 0]
frame_0000000477: [0, 0]
frame_0000000478: [0, 0]
frame_0000000479: [0, 0]
frame_0000000480: [0, 0]
frame_0000000481: [0, 0]
frame_0000000482: [0, 0]
frame_0000000483: [0, 0]
frame_0000000484: [0, 0]
frame_0000000485: [0, 0]
frame_0000000486: [0, 0]
frame_0000000487: [0, 0]
frame_0000000488: [0, 0]
frame_0000000489: [0, 0]
frame_0000000490: [0, 0]
frame_0000000491: [0, 0]
frame_0000000492: [1, 0]
frame_0000000493: [1, 0]
frame_0000000494: [1, 0]
frame_0000000495: [1, 0]
frame_0000000496: [0, 0]
frame_0000000497: [0, 0]
frame_0000000498: [0, 0]
frame_0000000499: [0, 0]
frame_0000000500: [0, 0]
frame_0000000501: [0, 0]
frame_0000000502: [0, 0]
frame_0000000503: [0, 0]
frame_0000000504: [0, 0]
frame_0000000505: [0, 0]
frame_0000000506: [0, 0]
frame_0000000507: [0, 0]
frame_0000000508: [0, 0]
frame_0000000509: [1, 0]
frame_0000000510: [1, 0]
frame_0000000511: [1, 0]
frame_0000000512: [1, 0]
frame_0000000513: [0, 0]
frame_0000000514: [0, 0]
frame_0000000515: [0, 0]
frame_0000000516: [0, 0]
frame_0000000517: [0, 0]
frame_0000000518: [0, 0]
frame_0000000519: [0, 0]
frame_0000000520: [0, 0]
frame_0000000521: [0, 0]
frame_0000000522: [0, 0]
frame_0000000523: [0, 0]
frame_0000000524: [0, 0]
frame_0000000525: [0, 0]
frame_0000000526: [0, 0]
frame_0000000527: [0, 0]
frame_0000000528: [0, 0]
frame_0000000529: [0, 0]
frame_0000000530: [0, 0]
frame_0000000531: [0, 0]
frame_0000000532: [0, 0]
frame_0000000533: [0, 0]
frame_0000000534: [0, 0]
frame_0000000535: [0, 0]
frame_0000000536: [0, 0]
frame_0000000537: [0, 0]
frame_0000000538: [0, 0]
frame_0000000539: [0, 0]
frame_0000000540: [1, 0]
frame_0000000541: [1, 0]
frame_0000000542: [1, 0]
frame_0000000543: [1, 0]
frame_0000000544: [0, 0]
frame_0000000545: [0, 0]
frame_0000000546: [0, 0]
frame_0000000547: [0, 0]
frame_0000000548: [0, 0]
frame_0000000549: [0, 0]
frame_0000000550: [0, 0]
frame_0000000551: [0, 0]
frame_0000000552: [0, 0]
frame_0000000553: [0, 0]
frame_0000000554: [0, 0]
frame_0000000555: [0, 0]
frame_0000000556: [0, 0]
frame_0000000557: [0, 0]
frame_0000000558: [0, 0]
frame_0000000559: [0, 0]
frame_0000000560: [0, 0]
frame_0000000561: [0, 0]
frame_0000000562: [1, 0]
frame_0000000563: [1, 0]
frame_0000000564: [1, 0]
frame_0000000565: [0, 0]
frame_0000000566: [0, 0]
frame_0000000567: [0, 0]
frame_0000000568: [0, 0]
frame_0000000569: [0, 0]
frame_0000000570: [0, 0]
frame_0000000571: [0, 0]
frame_0000000572: [0, 0]
frame_0000000573: [0, 0]
frame_0000000574: [0, 0]
frame_0000000575: [0, 0]
frame_0000000576: [0, 0]
frame_0000000577: [0, 0]
frame_0000000578: [0, 0]
frame_0000000579: [0, 0]
frame_0000000580: [0, 0]
frame_0000000581: [0, 0]
frame_0000000582: [0, 0]
frame_0000000583: [0, 0]
frame_0000000584: [0, 0]
frame_0000000585: [0, 0]
frame_0000000586: [0, 0]
frame_0000000587: [0, 0]
frame_0000000588: [0, 0]
frame_0000000589: [0, 0]
frame_0000000590: [0, 0]
frame_0000000591: [0, 0]
frame_0000000592: [0, 0]
frame_0000000593: [0, 0]
frame_0000000594: [0, 0]
frame_0000000595: [0, 0]
frame_0000000596: [0, 0]
frame_0000000597: [1, 0]
frame_0000000598: [1, 0]
frame_0000000599: [1, 0]
frame_0000000600: [0, 0]
frame_0000000601: [0, 0]
frame_0000000602: [0, 0]
frame_0000000603: [0, 0]
frame_0000000604: [0, 0]
frame_0000000605: [0, 0]
frame_0000000606: [0, 0]
frame_0000000607: [0, 0]
frame_0000000608: [0, 0]
frame_0000000609: [0, 0]
frame_0000000610: [0, 0]
frame_0000000611: [0, 0]
frame_0000000612: [0, 0]
frame_0000000613: [0, 0]
frame_0000000614: [0, 0]
frame_0000000615: [0, 0]
frame_0000000616: [0, 0]
frame_0000000617: [0, 0]
frame_0000000618: [0, 0]
frame_0000000619: [0, 0]
frame_0000000620: [0, 0]
frame_0000000621: [0, 0]
frame_0000000622: [0, 0]
frame_0000000623: [0, 0]
frame_0000000624: [0, 0]
frame_0000000625: [1, 0]
frame_0000000626: [1, 0]
frame_0000000627: [0, 0]
frame_0000000628: [0, 0]
frame_0000000629: [0, 0]
frame_0000000630: [0, 0]
frame_0000000631: [0, 0]
frame_0000000632: [0, 0]
frame_0000000633: [0, 0]
frame_0000000634: [0, 0]
frame_0000000635: [0, 0]
frame_0000000636: [0, 0]
frame_0000000637: [0, 0]
frame_0000000638: [0, 0]
frame_0000000639: [0, 0]
frame_0000000640: [0, 0]
frame_0000000641: [1, 0]
frame_0000000642: [1, 0]
frame_0000000643: [1, 0]
frame_0000000644: [0, 0]
frame_0000000645: [0, 0]
frame_0000000646: [0, 0]
frame_0000000647: [0, 0]
frame_0000000648: [0, 0]
frame_0000000649: [0, 0]
frame_0000000650: [0, 0]
frame_0000000651: [0, 0]
frame_0000000652: [0, 0]
frame_0000000653: [0, 0]
frame_0000000654: [0, 0]
frame_0000000655: [0, 0]
frame_0000000656: [0, 0]
frame_0000000657: [0, 0]
frame_0000000658: [0, 0]
frame_0000000659: [0, 0]
frame_0000000660: [0, 0]
frame_0000000661: [0, 0]
frame_0000000662: [0, 0]
frame_0000000663: [0, 0]
frame_0000000664: [0, 0]
frame_0000000665: [0, 0]
frame_0000000666: [0, 0]
frame_0000000667: [0, 0]
frame_0000000668: [0, 0]
frame_0000000669: [0, 0]
frame_0000000670: [0, 0]
frame_0000000671: [0, 0]
frame_0000000672: [0, 0]
frame_0000000673: [0, 0]
frame_0000000674: [0, 0]
frame_0000000675: [0, 0]
frame_0000000676: [0, 0]
frame_0000000677: [0, 0]
frame_0000000678: [0, 0]
frame_0000000679: [0, 0]
frame_0000000680: [1, 0]
frame_0000000681: [1, 0]
frame_0000000682: [0, 0]
frame_0000000683: [0, 0]
frame_0000000684: [0, 0]
frame_0000000685: [0, 0]
frame_0000000686: [0, 0]
frame_0000000687: [0, 0]
frame_0000000688: [0, 0]
frame_0000000689: [0, 0]
frame_0000000690: [0, 0]
frame_0000000691: [0, 0]
frame_0000000692: [0, 0]
frame_0000000693: [0, 0]
frame_0000000694: [0, 0]
frame_0000000695: [1, 0]
frame_0000000696: [1, 0]
frame_0000000697: [0, 0]
frame_0000000698: [0, 0]
frame_0000000699: [0, 0]
frame_0000000700: [0, 0]
frame_0000000701: [0, 0]
frame_0000000702: [0, 0]
frame_0000000703: [0, 0]
frame_0000000704: [0, 0]
frame_0000000705: [0, 0]
frame_0000000706: [0, 0]
frame_0000000707: [0, 0]
frame_0000000708: [0, 0]
frame_0000000709: [0, 0]
frame_0000000710: [0, 0]
frame_0000000711: [0, 0]
frame_0000000712: [0, 0]
frame_0000000713: [0, 0]
frame_0000000714: [1, 0]
frame_0000000715: [1, 0]
frame_0000000716: [1, 0]
frame_0000000717: [1, 0]
frame_0000000718: [1, 0]
frame_0000000719: [1, 0]
frame_0000000720: [1, 0]
frame_0000000721: [0, 0]
frame_0000000722: [0, 0]
frame_0000000723: [0, 0]
frame_0000000724: [0, 0]
frame_0000000725: [0, 0]
frame_0000000726: [0, 0]
frame_0000000727: [0, 0]
frame_0000000728: [0, 0]
frame_0000000729: [0, 0]
frame_0000000730: [0, 0]
frame_0000000731: [0, 0]
frame_0000000732: [0, 0]
frame_0000000733: [0, 0]
frame_0000000734: [0, 0]
frame_0000000735: [0, 0]
frame_0000000736: [0, 0]
frame_0000000737: [0, 0]
frame_0000000738: [0, 0]
frame_0000000739: [0, 0]
frame_0000000740: [0, 0]
frame_0000000741: [0, 0]
frame_0000000742: [0, 0]
frame_0000000743: [0, 0]
frame_0000000744: [0, 0]
frame_0000000745: [0, 0]
frame_0000000746: [0, 0]
frame_0000000747: [0, 0]
frame_0000000748: [0, 0]
frame_0000000749: [0, 0]
frame_0000000750: [0, 0]
frame_0000000751: [0, 0]
frame_0000000752: [0, 0]
frame_0000000753: [1, 0]
frame_0000000754: [1, 0]
frame_0000000755: [1, 0]
frame_0000000756: [0, 0]
frame_0000000757: [0, 0]
frame_0000000758: [0, 0]
frame_0000000759: [0, 0]
frame_0000000760: [0, 0]
frame_0000000761: [0, 0]
frame_0000000762: [0, 0]
frame_0000000763: [0, 0]
frame_0000000764: [0, 0]
frame_0000000765: [0, 0]
frame_0000000766: [0, 0]
frame_0000000767: [0, 0]
frame_0000000768: [0, 0]
frame_0000000769: [0, 0]
frame_0000000770: [0, 0]
frame_0000000771: [0, 0]
frame_0000000772: [0, 0]
frame_0000000773: [0, 0]
frame_0000000774: [0, 0]
frame_0000000775: [0, 0]
frame_0000000776: [0, 0]
frame_0000000777: [0, 0]
frame_0000000778: [0, 0]
frame_0000000779: [0, 0]
frame_0000000780: [0, 0]
frame_0000000781: [0, 0]
frame_0000000782: [0, 0]
frame_0000000783: [0, 0]
frame_0000000784: [0, 0]
frame_0000000785: [0, 0]
frame_0000000786: [0, 0]
frame_0000000787: [0, 0]
frame_0000000788: [0, 0]
frame_0000000789: [1, 0]
frame_0000000790: [1, 0]
frame_0000000791: [1, 0]
frame_0000000792: [1, 0]
frame_0000000793: [1, 0]
frame_0000000794: [1, 0]
frame_0000000795: [1, 0]
frame_0000000796: [0, 0]
frame_0000000797: [0, 0]
frame_0000000798: [0, 0]
frame_0000000799: [0, 0]
frame_0000000800: [0, 0]
frame_0000000801: [0, 0]
frame_0000000802: [0, 0]
frame_0000000803: [0, 0]
frame_0000000804: [0, 0]
frame_0000000805: [0, 0]
frame_0000000806: [0, 0]
frame_0000000807: [0, 0]
frame_0000000808: [0, 0]
frame_0000000809: [0, 0]
frame_0000000810: [0, 0]
frame_0000000811: [0, 0]
frame_0000000812: [0, 0]
frame_0000000813: [0, 0]
frame_0000000814: [0, 0]
frame_0000000815: [0, 0]
frame_0000000816: [0, 0]
frame_0000000817: [0, 0]
frame_0000000818: [0, 0]
frame_0000000819: [1, 0]
frame_0000000820: [1, 0]
frame_0000000821: [1, 0]
frame_0000000822: [1, 0]
frame_0000000823: [1, 0]
frame_0000000824: [0, 0]
frame_0000000825: [0, 0]
frame_0000000826: [0, 0]
frame_0000000827: [0, 0]
frame_0000000828: [0, 0]
frame_0000000829: [0, 0]
frame_0000000830: [0, 0]
frame_0000000831: [0, 0]
frame_0000000832: [0, 0]
frame_0000000833: [0, 0]
frame_0000000834: [0, 0]
frame_0000000835: [0, 0]
frame_0000000836: [0, 0]
frame_0000000837: [0, 0]
frame_0000000838: [0, 0]
frame_0000000839: [0, 0]
frame_0000000840: [0, 0]
frame_0000000841: [0, 0]
frame_0000000842: [0, 0]
frame_0000000843: [0, 0]
frame_0000000844: [0, 0]
frame_0000000845: [0, 0]
frame_0000000846: [0, 0]
frame_0000000847: [0, 0]
frame_0000000848: [0, 0]
frame_0000000849: [0, 0]
frame_0000000850: [0, 0]
frame_0000000851: [0, 0]
frame_0000000852: [1, 0]
frame_0000000853: [1, 0]
frame_0000000854: [1, 0]
frame_0000000855: [0, 0]
frame_0000000856: [0, 0]
frame_0000000857: [0, 0]
frame_0000000858: [0, 0]
frame_0000000859: [0, 0]
frame_0000000860: [0, 0]
frame_0000000861: [0, 0]
frame_0000000862: [0, 0]
frame_0000000863: [0, 0]
frame_0000000864: [0, 0]
frame_0000000865: [0, 0]
frame_0000000866: [0, 0]
frame_0000000867: [0, 0]
frame_0000000868: [0, 0]
frame_0000000869: [1, 0]
frame_0000000870: [1, 0]
frame_0000000871: [0, 0]
frame_0000000872: [0, 0]
frame_0000000873: [0, 0]
frame_0000000874: [0, 0]
frame_0000000875: [0, 0]
frame_0000000876: [0, 0]
frame_0000000877: [0, 0]
frame_0000000878: [0, 0]
frame_0000000879: [0, 0]
frame_0000000880: [0, 0]
frame_0000000881: [0, 0]
frame_0000000882: [0, 0]
frame_0000000883: [0, 0]
frame_0000000884: [0, 0]
frame_0000000885: [0, 0]
frame_0000000886: [0, 0]
frame_0000000887: [1, 0]
frame_0000000888: [1, 0]
frame_0000000889: [1, 0]
frame_0000000890: [1, 0]
frame_0000000891: [1, 0]
frame_0000000892: [1, 0]
frame_0000000893: [1, 0]
frame_0000000894: [1, 0]
frame_0000000895: [1, 0]
frame_0000000896: [0, 0]
frame_0000000897: [0, 0]
frame_0000000898: [0, 0]
frame_0000000899: [0, 0]
frame_0000000900: [0, 0]
frame_0000000901: [0, 0]
frame_0000000902: [0, 0]
frame_0000000903: [0, 0]
frame_0000000904: [0, 0]
frame_0000000905: [0, 0]
frame_0000000906: [0, 0]
frame_0000000907: [0, 0]
frame_0000000908: [0, 0]
frame_0000000909: [0, 0]
frame_0000000910: [0, 0]
frame_0000000911: [0, 0]
frame_0000000912: [0, 0]
frame_0000000913: [0, 0]
frame_0000000914: [0, 0]
frame_0000000915: [0, 0]
frame_0000000916: [0, 0]
frame_0000000917: [0, 0]
frame_0000000918: [0, 0]
frame_0000000919: [0, 0]
frame_0000000920: [0, 0]
frame_0000000921: [0, 0]
frame_0000000922: [0, 0]
frame_0000000923: [0, 0]
frame_0000000924: [0, 0]
frame_0000000925: [0, 0]
frame_0000000926: [1, 0]
frame_0000000927: [1, 0]
frame_0000000928: [1, 0]
frame_0000000929: [0, 0]
frame_0000000930: [0, 0]
frame_0000000931: [0, 0]
